age,current_language,first_language,gender,script,affect,phone_position,file_name,chunk_name,phone_model,file_num
18-24,English,Portuguese,Woman,another dog secretary show,joy,Place phone 1-2 meters away face down on a soft surface 10/19,/media/data/shout-data/shout_data_82fb2722-5e30-445f-b54c-e1826165141d.wav,/final/chunk50.wav,Galaxy S10,480
25-39,English,English,Woman,join the Ear Look club,surprise,Place phone as far away as possible while on on the opposite side of a wall from you face up on any surface 16/19,/media/data/shout-data/shout_data_bc3b223e-769f-4ec9-8900-a7e02bdc7d93.wav,/final/chunk11.wav,IPhone 13 Max,481
25-39,English,English,Woman,join the Ear Look club,surprise,Place phone as far away as possible while on on the opposite side of a wall from you face up on any surface 16/19,/media/data/shout-data/shout_data_bc3b223e-769f-4ec9-8900-a7e02bdc7d93.wav,/final/chunk31.wav,IPhone 13 Max,482
25-39,English,English,Man,snow meteor down the chimney,fear,Place phone as far away as possible while on on the opposite side of a wall from you face up on any surface 16/19,/media/data/shout-data/shout_data_65aaeace-78ad-4c16-9a15-7cac41fa7b57.wav,/final/chunk20.wav,IPhone,483
25-39,English,English,Man,snow meteor down the chimney,fear,Place phone as far away as possible while on on the opposite side of a wall from you face up on any surface 16/19,/media/data/shout-data/shout_data_65aaeace-78ad-4c16-9a15-7cac41fa7b57.wav,/final/chunk41.wav,IPhone,484
25-39,English,English,Man,snow meteor down the chimney,fear,Place phone as far away as possible while on on the opposite side of a wall from you face up on any surface 16/19,/media/data/shout-data/shout_data_65aaeace-78ad-4c16-9a15-7cac41fa7b57.wav,/final/chunk71.wav,IPhone,485
40-60,English,English,Woman,heavy undersea birthday pumpkins,joy,Place your phone in your pocket 6/19,/media/data/shout-data/shout_data_7e7e02c2-a817-46a0-acbd-876a0032fa01.wav,/final/chunk10.wav,iPhone,486
40-60,English,English,Woman,heavy undersea birthday pumpkins,joy,Place your phone in your pocket 6/19,/media/data/shout-data/shout_data_7e7e02c2-a817-46a0-acbd-876a0032fa01.wav,/final/chunk20.wav,iPhone,487
25-39,English,English,Man,banana and mustard sandwiches,anger,Hold your phone next to your face with the mic facing your mouth as you would in a phone conversation 1/19,/media/data/shout-data/shout_data_2b4af2d8-a4d2-45fd-a47f-99d90e9955b1.wav,/final/chunk21.wav,Samsung Z-Fold 2,488
25-39,English,English,Man,banana and mustard sandwiches,anger,Hold your phone next to your face with the mic facing your mouth as you would in a phone conversation 1/19,/media/data/shout-data/shout_data_2b4af2d8-a4d2-45fd-a47f-99d90e9955b1.wav,/final/chunk31.wav,Samsung Z-Fold 2,489
60 and over,English,English,Woman,birds make new jingles,fear,Hold your phone next to your face but with the mic/phone facing away from your face 2/19,/media/data/shout-data/shout_data_7f68bce0-1715-486a-bd58-c3044e7b6332.wav,/final/chunk21.wav,Samsung Galaxy 8,490
60 and over,English,English,Woman,birds make new jingles,fear,Hold your phone next to your face but with the mic/phone facing away from your face 2/19,/media/data/shout-data/shout_data_7f68bce0-1715-486a-bd58-c3044e7b6332.wav,/final/chunk30.wav,Samsung Galaxy 8,491
40-60,English,English,Man,join the Ear Look club,neutral,Place phone 1-2 meters away in a bag 11/19,/media/data/shout-data/shout_data_a360bc80-c8f2-4e14-ae0d-e3887e985336.wav,/final/chunk31.wav,iPhone 12 mini,492
40-60,English,English,Man,join the Ear Look club,neutral,Place phone 1-2 meters away in a bag 11/19,/media/data/shout-data/shout_data_a360bc80-c8f2-4e14-ae0d-e3887e985336.wav,/final/chunk51.wav,iPhone 12 mini,493
25-39,English,Tagalog,Woman,snow meteor down the chimney,surprise,Hold your phone next to your face with your hand covering the mic 3/19,/media/data/shout-data/shout_data_5bda1e0d-9e4c-46f4-be50-d95a5dab2702.wav,/final/chunk21.wav,Iphone11,494
25-39,English,Tagalog,Woman,snow meteor down the chimney,surprise,Hold your phone next to your face with your hand covering the mic 3/19,/media/data/shout-data/shout_data_5bda1e0d-9e4c-46f4-be50-d95a5dab2702.wav,/final/chunk31.wav,Iphone11,495
18-24,English,Portuguese,Woman,banana and mustard sandwiches,anger,Hold your phone next to your face with the mic facing your mouth as you would in a phone conversation 1/19,/media/data/shout-data/shout_data_941e91a8-1e9a-40a5-95f3-a27c647618ab.wav,/final/chunk01.wav,iPhone 11,496
18-24,English,Portuguese,Woman,banana and mustard sandwiches,anger,Hold your phone next to your face with the mic facing your mouth as you would in a phone conversation 1/19,/media/data/shout-data/shout_data_941e91a8-1e9a-40a5-95f3-a27c647618ab.wav,/final/chunk21.wav,iPhone 11,497
18-24,English,Portuguese,Woman,banana and mustard sandwiches,anger,Hold your phone next to your face with the mic facing your mouth as you would in a phone conversation 1/19,/media/data/shout-data/shout_data_941e91a8-1e9a-40a5-95f3-a27c647618ab.wav,/final/chunk31.wav,iPhone 11,498
25-39,English,English,Man,snow meteor down the chimney,sadness,Hold your phone next to your hip with your hand covering the mic 5/19,/media/data/shout-data/shout_data_40367c97-1878-44a6-9c02-09781ffbdba2.wav,/final/chunk10.wav,iPhone 12,499
25-39,English,English,Man,snow meteor down the chimney,sadness,Hold your phone next to your hip with your hand covering the mic 5/19,/media/data/shout-data/shout_data_40367c97-1878-44a6-9c02-09781ffbdba2.wav,/final/chunk21.wav,iPhone 12,500
25-39,English,English,Man,snow meteor down the chimney,sadness,Hold your phone next to your hip with your hand covering the mic 5/19,/media/data/shout-data/shout_data_40367c97-1878-44a6-9c02-09781ffbdba2.wav,/final/chunk31.wav,iPhone 12,501
40-60,English,English,Woman,zebra cats walking on lamps,anger,Hold your phone next to your face with your hand covering the mic 3/19,/media/data/shout-data/shout_data_1c6faa56-32ab-4b8a-8a93-d34f71c69256.wav,/final/chunk12.wav,Iphone11,502
40-60,English,English,Woman,zebra cats walking on lamps,anger,Hold your phone next to your face with your hand covering the mic 3/19,/media/data/shout-data/shout_data_1c6faa56-32ab-4b8a-8a93-d34f71c69256.wav,/final/chunk21.wav,Iphone11,503
40-60,English,English,Woman,fluffy baseboard yogurt division,surprise,Place phone as far away as possible while on on the opposite side of a wall from you face down on a soft surface 18/19,/media/data/shout-data/shout_data_600dffda-5254-433e-a596-27263d152f38.wav,/final/chunk20.wav,Samsung s9,504
40-60,English,English,Woman,fluffy baseboard yogurt division,surprise,Place phone as far away as possible while on on the opposite side of a wall from you face down on a soft surface 18/19,/media/data/shout-data/shout_data_600dffda-5254-433e-a596-27263d152f38.wav,/final/chunk30.wav,Samsung s9,505
18-24,French,French,Woman,banana and mustard sandwiches,surprise,Place phone on the opposite side of the room in a bag 15/19,/media/data/shout-data/shout_data_7f568fd9-dbf3-49e3-9068-613fb9cde7cd.wav,/final/chunk11.wav,Samsung A10e,506
18-24,French,French,Woman,banana and mustard sandwiches,surprise,Place phone on the opposite side of the room in a bag 15/19,/media/data/shout-data/shout_data_7f568fd9-dbf3-49e3-9068-613fb9cde7cd.wav,/final/chunk31.wav,Samsung A10e,507
18-24,French,French,Woman,banana and mustard sandwiches,surprise,Place phone on the opposite side of the room in a bag 15/19,/media/data/shout-data/shout_data_7f568fd9-dbf3-49e3-9068-613fb9cde7cd.wav,/final/chunk40.wav,Samsung A10e,508
40-60,English,spanish,Woman,zebra cats walking on lamps,fear,Place phone 1-2 meters away face up on any surface 8/19,/media/data/shout-data/shout_data_c9521efc-d024-4911-a636-eb714354ba6f.wav,/final/chunk01.wav,iOS,509
40-60,English,spanish,Woman,zebra cats walking on lamps,fear,Place phone 1-2 meters away face up on any surface 8/19,/media/data/shout-data/shout_data_c9521efc-d024-4911-a636-eb714354ba6f.wav,/final/chunk11.wav,iOS,510
18-24,English,Chinese,Woman,snow meteor down the chimney,joy,Place phone as far away as possible while on on the opposite side of a wall from you in a bag 19/19,/media/data/shout-data/shout_data_4668c0fa-e714-4188-911c-068db5ec24bf.wav,/final/chunk00.wav,Iphone X,511
18-24,English,Chinese,Woman,snow meteor down the chimney,joy,Place phone as far away as possible while on on the opposite side of a wall from you in a bag 19/19,/media/data/shout-data/shout_data_4668c0fa-e714-4188-911c-068db5ec24bf.wav,/final/chunk21.wav,Iphone X,512
60 and over,English,English,Woman,snow meteor down the chimney,sadness,Place phone 1-2 meters away face up on any surface 8/19,/media/data/shout-data/shout_data_e1fe50ac-8087-4bc8-a25a-3bf2916a2043.wav,/final/chunk00.wav,IPhone,513
60 and over,English,English,Woman,snow meteor down the chimney,sadness,Place phone 1-2 meters away face up on any surface 8/19,/media/data/shout-data/shout_data_e1fe50ac-8087-4bc8-a25a-3bf2916a2043.wav,/final/chunk20.wav,IPhone,514
60 and over,English,English,Woman,snow meteor down the chimney,sadness,Place phone 1-2 meters away face up on any surface 8/19,/media/data/shout-data/shout_data_e1fe50ac-8087-4bc8-a25a-3bf2916a2043.wav,/final/chunk21.wav,IPhone,515
18-24,English,English,Woman,banana and mustard sandwiches,surprise,Place phone on the opposite side of the room face up on any surface 12/19,/media/data/shout-data/shout_data_1c410313-aa13-451c-a917-b03a54dd4970.wav,/final/chunk20.wav,iPhone XR,516
18-24,English,English,Woman,banana and mustard sandwiches,surprise,Place phone on the opposite side of the room face up on any surface 12/19,/media/data/shout-data/shout_data_1c410313-aa13-451c-a917-b03a54dd4970.wav,/final/chunk30.wav,iPhone XR,517
18-24,English,Portuguese,Woman,birds make new jingles,anger,Place your phone in your pocket 6/19,/media/data/shout-data/shout_data_5bc6eef3-060f-422f-9693-b26080450530.wav,/final/chunk21.wav,Galaxy S10,518
18-24,English,Portuguese,Woman,birds make new jingles,anger,Place your phone in your pocket 6/19,/media/data/shout-data/shout_data_5bc6eef3-060f-422f-9693-b26080450530.wav,/final/chunk30.wav,Galaxy S10,519
18-24,English,Portuguese,Woman,birds make new jingles,anger,Place your phone in your pocket 6/19,/media/data/shout-data/shout_data_5bc6eef3-060f-422f-9693-b26080450530.wav,/final/chunk51.wav,Galaxy S10,520
18-24,English,English,Woman,five special guest treasures,anger,Place phone on the opposite side of the room in a bag 15/19,/media/data/shout-data/shout_data_62c4578d-241e-4209-8dfa-f0592d918c92.wav,/final/chunk40.wav,Iphone,521
25-39,English,English,Woman,banana and mustard sandwiches,disgust,Place phone on the opposite side of the room face down on a hard surface 13/19,/media/data/shout-data/shout_data_adc35ff7-bb58-4a91-bf9e-4c3f5bb3fd02.wav,/final/chunk01.wav,iPhone 12,522
25-39,English,English,Woman,banana and mustard sandwiches,disgust,Place phone on the opposite side of the room face down on a hard surface 13/19,/media/data/shout-data/shout_data_adc35ff7-bb58-4a91-bf9e-4c3f5bb3fd02.wav,/final/chunk21.wav,iPhone 12,523
25-39,English,English,Woman,banana and mustard sandwiches,disgust,Place phone on the opposite side of the room face down on a hard surface 13/19,/media/data/shout-data/shout_data_adc35ff7-bb58-4a91-bf9e-4c3f5bb3fd02.wav,/final/chunk31.wav,iPhone 12,524
40-60,English,Italian,Man,another dog secretary show,anger,Hold your phone next to your face with your hand covering the mic 3/19,/media/data/shout-data/shout_data_c688be59-a5a3-4062-a158-0fbe928f7013.wav,/final/chunk20.wav,iPhone 6,525
40-60,English,Italian,Man,another dog secretary show,anger,Hold your phone next to your face with your hand covering the mic 3/19,/media/data/shout-data/shout_data_c688be59-a5a3-4062-a158-0fbe928f7013.wav,/final/chunk30.wav,iPhone 6,526
40-60,English,French,Woman,banana and mustard sandwiches,anger,Hold your phone next to your face but with the mic/phone facing away from your face 2/19,/media/data/shout-data/shout_data_e2e89936-6397-47da-9f25-54f8faf8e70e.wav,/final/chunk10.wav,android,527
40-60,English,French,Woman,banana and mustard sandwiches,anger,Hold your phone next to your face but with the mic/phone facing away from your face 2/19,/media/data/shout-data/shout_data_e2e89936-6397-47da-9f25-54f8faf8e70e.wav,/final/chunk11.wav,android,528
40-60,English,French,Woman,banana and mustard sandwiches,anger,Hold your phone next to your face but with the mic/phone facing away from your face 2/19,/media/data/shout-data/shout_data_e2e89936-6397-47da-9f25-54f8faf8e70e.wav,/final/chunk12.wav,android,529
18-24,English,English,Woman,fluffy baseboard yogurt division,joy,Place phone 1-2 meters away in a bag 11/19,/media/data/shout-data/shout_data_713f77bd-2c27-44ea-b1bf-aaafd6a4b62f.wav,/final/chunk11.wav,iPhone 12,530
18-24,English,English,Woman,fluffy baseboard yogurt division,joy,Place phone 1-2 meters away in a bag 11/19,/media/data/shout-data/shout_data_713f77bd-2c27-44ea-b1bf-aaafd6a4b62f.wav,/final/chunk20.wav,iPhone 12,531
18-24,English,English,Woman,fluffy baseboard yogurt division,joy,Place phone 1-2 meters away in a bag 11/19,/media/data/shout-data/shout_data_713f77bd-2c27-44ea-b1bf-aaafd6a4b62f.wav,/final/chunk21.wav,iPhone 12,532
60 and over,English,English,Woman,fluffy baseboard yogurt division,sadness,Hold your phone next to your face with your hand covering the mic 3/19,/media/data/shout-data/shout_data_3d657b81-8dd9-4db5-84ac-e7577461f558.wav,/final/chunk51.wav,iPhone 13,533
40-60,English,Spanish,Man,hungry action hippos fruit,anger,Hold your phone next to your face with your hand covering the mic 3/19,/media/data/shout-data/shout_data_809172c4-27e8-4751-86d3-a881d1adf36d.wav,/final/chunk11.wav,Google pixel,534
18-24,English,English,Woman,snow meteor down the chimney,disgust,Hold your phone next to your face with the mic facing your mouth as you would in a phone conversation 1/19,/media/data/shout-data/shout_data_54bc65da-a2ce-44df-b664-65b10e5b2028.wav,/final/chunk01.wav,iphone 13,535
18-24,English,English,Woman,snow meteor down the chimney,disgust,Hold your phone next to your face with the mic facing your mouth as you would in a phone conversation 1/19,/media/data/shout-data/shout_data_54bc65da-a2ce-44df-b664-65b10e5b2028.wav,/final/chunk21.wav,iphone 13,536
18-24,English,English,Woman,snow meteor down the chimney,disgust,Hold your phone next to your face with the mic facing your mouth as you would in a phone conversation 1/19,/media/data/shout-data/shout_data_54bc65da-a2ce-44df-b664-65b10e5b2028.wav,/final/chunk40.wav,iphone 13,537
25-39,English,English,Woman,ripped ocean jumper,disgust,Hold your phone next to your face but with the mic/phone facing away from your face 2/19,/media/data/shout-data/shout_data_d2d5475a-ecb6-4888-85fc-b3b22a2b21df.wav,/final/chunk10.wav,iPhone 12 Pro,538
40-60,English,English,Woman,five special guest treasures,surprise,Hold your phone next to your face with the mic facing your mouth as you would in a phone conversation 1/19,/media/data/shout-data/shout_data_a42cdded-70b7-4bcf-a0d3-312eb05c1b8b.wav,/final/chunk10.wav,iPhone 7,539
40-60,English,English,Woman,five special guest treasures,surprise,Hold your phone next to your face with the mic facing your mouth as you would in a phone conversation 1/19,/media/data/shout-data/shout_data_a42cdded-70b7-4bcf-a0d3-312eb05c1b8b.wav,/final/chunk20.wav,iPhone 7,540
40-60,English,English,Woman,five special guest treasures,surprise,Hold your phone next to your face with the mic facing your mouth as you would in a phone conversation 1/19,/media/data/shout-data/shout_data_a42cdded-70b7-4bcf-a0d3-312eb05c1b8b.wav,/final/chunk30.wav,iPhone 7,541
25-39,English,English,Woman,snow meteor down the chimney,sadness,Hold your phone next to your face with your hand covering the mic 3/19,/media/data/shout-data/shout_data_3a5e5176-9604-4884-9c30-fc2fb010e80d.wav,/final/chunk01.wav,iPhone 13,542
